Budget_ID,Department,Description,Amount_PHP,Fiscal_Year,Region
GAA-2024-0000000394,Department of Environment and Natural Resources (DENR),General management and supervision,360.0,2024,13.0
GAA-2024-0000000395,Department of Environment and Natural Resources (DENR),General management and supervision,360.0,2024,13.0
GAA-2024-0000000396,Department of Environment and Natural Resources (DENR),General management and supervision,198.0,2024,13.0
GAA-2024-0000000397,Department of Environment and Natural Resources (DENR),General management and supervision,1323.0,2024,13.0
GAA-2024-0000000398,Department of Environment and Natural Resources (DENR),General management and supervision,1498.0,2024,13.0
GAA-2024-0000000399,Department of Environment and Natural Resources (DENR),General management and supervision,165.0,2024,13.0
GAA-2024-0000000400,Department of Environment and Natural Resources (DENR),General management and supervision,1498.0,2024,13.0
GAA-2024-0000000401,Department of Environment and Natural Resources (DENR),General management and supervision,165.0,2024,13.0
GAA-2024-0000000402,Department of Environment and Natural Resources (DENR),General management and supervision,40.0,2024,13.0
GAA-2024-0000000403,Department of Environment and Natural Resources (DENR),General management and supervision,375.0,2024,13.0
GAA-2024-0000000404,Department of Environment and Natural Resources (DENR),General management and supervision,40.0,2024,13.0
GAA-2024-0000000405,Department of Environment and Natural Resources (DENR),General management and supervision,231.0,2024,13.0
GAA-2024-0000000406,Department of Environment and Natural Resources (DENR),General management and supervision,62857.0,2024,13.0
GAA-2024-0000000407,Department of Environment and Natural Resources (DENR),General management and supervision,45.0,2024,13.0
GAA-2024-0000000408,Department of Environment and Natural Resources (DENR),General management and supervision,285.0,2024,13.0
GAA-2024-0000000409,Department of Environment and Natural Resources (DENR),General management and supervision,2129.0,2024,13.0
GAA-2024-0000000410,Department of Environment and Natural Resources (DENR),General management and supervision,820.0,2024,13.0
GAA-2024-0000000411,Department of Environment and Natural Resources (DENR),General management and supervision,189.0,2024,13.0
GAA-2024-0000000412,Department of Environment and Natural Resources (DENR),General management and supervision,221.0,2024,13.0
GAA-2024-0000000413,Department of Environment and Natural Resources (DENR),General management and supervision,50.0,2024,13.0
GAA-2024-0000000414,Department of Environment and Natural Resources (DENR),General management and supervision,996.0,2024,13.0
GAA-2024-0000000415,Department of Environment and Natural Resources (DENR),General management and supervision,120.0,2024,13.0
GAA-2024-0000000416,Department of Environment and Natural Resources (DENR),General management and supervision,60.0,2024,13.0
GAA-2024-0000000417,Department of Environment and Natural Resources (DENR),General management and supervision,466.0,2024,13.0
GAA-2024-0000000418,Department of Environment and Natural Resources (DENR),General management and supervision,689.0,2024,13.0
GAA-2024-0000000419,Department of Environment and Natural Resources (DENR),General management and supervision,935.0,2024,13.0
GAA-2024-0000000420,Department of Environment and Natural Resources (DENR),General management and supervision,815.0,2024,13.0
GAA-2024-0000000421,Department of Environment and Natural Resources (DENR),General management and supervision,428.0,2024,13.0
GAA-2024-0000000422,Department of Environment and Natural Resources (DENR),General management and supervision,305.0,2024,13.0
GAA-2024-0000000423,Department of Environment and Natural Resources (DENR),General management and supervision,152.0,2024,13.0
GAA-2024-0000000424,Department of Environment and Natural Resources (DENR),General management and supervision,23.0,2024,13.0
GAA-2024-0000000425,Department of Environment and Natural Resources (DENR),General management and supervision,130.0,2024,13.0
GAA-2024-0000000426,Department of Environment and Natural Resources (DENR),General management and supervision,270.0,2024,13.0
GAA-2024-0000000427,Department of Environment and Natural Resources (DENR),General management and supervision,250.0,2024,13.0
GAA-2024-0000000428,Department of Environment and Natural Resources (DENR),General management and supervision,6325.0,2024,13.0
GAA-2024-0000000429,Department of Environment and Natural Resources (DENR),General management and supervision,2158.0,2024,13.0
GAA-2024-0000000430,Department of Environment and Natural Resources (DENR),Administration of Personnel Benefits,872.0,2024,13.0
GAA-2024-0000000431,Unknown,Support to Operations,0.0,2024,
GAA-2024-0000000432,Unknown,Operations,0.0,2024,
GAA-2024-0000000433,Unknown,OO : Fair and speedy resolution of House of Representatives electoral contests achieved,0.0,2024,
GAA-2024-0000000434,Unknown,HOR ELECTORAL CONTESTS ADJUDICATION PROGRAM,0.0,2024,
GAA-2024-0000000435,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,60900.0,2024,13.0
GAA-2024-0000000436,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,2016.0,2024,13.0
GAA-2024-0000000437,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,2262.0,2024,13.0
GAA-2024-0000000438,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,2262.0,2024,13.0
GAA-2024-0000000439,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,504.0,2024,13.0
GAA-2024-0000000440,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,5075.0,2024,13.0
GAA-2024-0000000441,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,420.0,2024,13.0
GAA-2024-0000000442,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,5075.0,2024,13.0
GAA-2024-0000000443,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,420.0,2024,13.0
GAA-2024-0000000444,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,101.0,2024,13.0
GAA-2024-0000000445,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,1182.0,2024,13.0
GAA-2024-0000000446,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,101.0,2024,13.0
GAA-2024-0000000447,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,152.0,2024,13.0
GAA-2024-0000000448,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,800.0,2024,13.0
GAA-2024-0000000449,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,1200.0,2024,13.0
GAA-2024-0000000450,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,4131.0,2024,13.0
GAA-2024-0000000451,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,8827.0,2024,13.0
GAA-2024-0000000452,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,900.0,2024,13.0
GAA-2024-0000000453,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,2342.0,2024,13.0
GAA-2024-0000000454,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,1421.0,2024,13.0
GAA-2024-0000000455,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,2809.0,2024,13.0
GAA-2024-0000000456,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,699.0,2024,13.0
GAA-2024-0000000457,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,291.0,2024,13.0
GAA-2024-0000000458,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,245.0,2024,13.0
GAA-2024-0000000459,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,2365.0,2024,13.0
GAA-2024-0000000460,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,879.0,2024,13.0
GAA-2024-0000000461,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,1680.0,2024,13.0
GAA-2024-0000000462,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,1785.0,2024,13.0
GAA-2024-0000000463,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,423.0,2024,13.0
GAA-2024-0000000464,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,270.0,2024,13.0
GAA-2024-0000000465,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,810.0,2024,13.0
GAA-2024-0000000466,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,590.0,2024,13.0
GAA-2024-0000000467,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,65.0,2024,13.0
GAA-2024-0000000468,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,195.0,2024,13.0
GAA-2024-0000000469,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,550.0,2024,13.0
GAA-2024-0000000470,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,4133.0,2024,13.0
GAA-2024-0000000471,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,2700.0,2024,13.0
GAA-2024-0000000472,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,7061.0,2024,13.0
GAA-2024-0000000473,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,410.0,2024,13.0
GAA-2024-0000000474,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving members of the House of Representatives,7308.0,2024,13.0
GAA-2024-0000000475,Unknown,General Administration and Support,0.0,2024,
GAA-2024-0000000476,Department of Social Welfare and Development (DSWD),General Management and Supervision,220172.0,2024,13.0
GAA-2024-0000000477,Department of Social Welfare and Development (DSWD),General Management and Supervision,330015.0,2024,13.0
GAA-2024-0000000478,Department of Social Welfare and Development (DSWD),General Management and Supervision,12864.0,2024,13.0
GAA-2024-0000000479,Department of Social Welfare and Development (DSWD),General Management and Supervision,2562.0,2024,13.0
GAA-2024-0000000480,Department of Social Welfare and Development (DSWD),General Management and Supervision,2562.0,2024,13.0
GAA-2024-0000000481,Department of Social Welfare and Development (DSWD),General Management and Supervision,3216.0,2024,13.0
GAA-2024-0000000482,Department of Social Welfare and Development (DSWD),General Management and Supervision,18348.0,2024,13.0
GAA-2024-0000000483,Department of Social Welfare and Development (DSWD),General Management and Supervision,2680.0,2024,13.0
GAA-2024-0000000484,Department of Social Welfare and Development (DSWD),General Management and Supervision,18348.0,2024,13.0
GAA-2024-0000000485,Department of Social Welfare and Development (DSWD),General Management and Supervision,2680.0,2024,13.0
GAA-2024-0000000486,Department of Social Welfare and Development (DSWD),General Management and Supervision,643.0,2024,13.0
GAA-2024-0000000487,Department of Social Welfare and Development (DSWD),General Management and Supervision,4608.0,2024,13.0
GAA-2024-0000000488,Department of Social Welfare and Development (DSWD),General Management and Supervision,643.0,2024,13.0
GAA-2024-0000000489,Department of Social Welfare and Development (DSWD),General Management and Supervision,0.0,2024,13.0
GAA-2024-0000000490,Department of Social Welfare and Development (DSWD),General Management and Supervision,550.0,2024,13.0
GAA-2024-0000000491,Department of Social Welfare and Development (DSWD),General Management and Supervision,27673.0,2024,13.0
GAA-2024-0000000492,Department of Social Welfare and Development (DSWD),General Management and Supervision,7187.0,2024,13.0
GAA-2024-0000000493,Department of Social Welfare and Development (DSWD),General Management and Supervision,40569.0,2024,13.0
GAA-2024-0000000494,Department of Social Welfare and Development (DSWD),General Management and Supervision,2000.0,2024,13.0
GAA-2024-0000000495,Department of Social Welfare and Development (DSWD),General Management and Supervision,14740.0,2024,13.0
GAA-2024-0000000496,Department of Social Welfare and Development (DSWD),General Management and Supervision,541.0,2024,13.0
GAA-2024-0000000497,Department of Social Welfare and Development (DSWD),General Management and Supervision,5887.0,2024,13.0
GAA-2024-0000000498,Department of Social Welfare and Development (DSWD),General Management and Supervision,1163.0,2024,13.0
GAA-2024-0000000499,Department of Social Welfare and Development (DSWD),General Management and Supervision,96122.0,2024,13.0
GAA-2024-0000000500,Department of Social Welfare and Development (DSWD),General Management and Supervision,1118.0,2024,13.0
GAA-2024-0000000501,Department of Social Welfare and Development (DSWD),General Management and Supervision,3023.0,2024,13.0
GAA-2024-0000000502,Department of Social Welfare and Development (DSWD),General Management and Supervision,1690.0,2024,13.0
GAA-2024-0000000503,Department of Social Welfare and Development (DSWD),General Management and Supervision,1024.0,2024,13.0
GAA-2024-0000000504,Department of Social Welfare and Development (DSWD),General Management and Supervision,32.0,2024,13.0
GAA-2024-0000000505,Department of Social Welfare and Development (DSWD),General Management and Supervision,1.0,2024,13.0
GAA-2024-0000000506,Department of Social Welfare and Development (DSWD),General Management and Supervision,42002.0,2024,13.0
GAA-2024-0000000507,Department of Social Welfare and Development (DSWD),General Management and Supervision,31900.0,2024,13.0
GAA-2024-0000000508,Department of Social Welfare and Development (DSWD),General Management and Supervision,102900.0,2024,13.0
GAA-2024-0000000509,Department of Social Welfare and Development (DSWD),General Management and Supervision,330.0,2024,13.0
GAA-2024-0000000510,Department of Social Welfare and Development (DSWD),General Management and Supervision,3507.0,2024,13.0
GAA-2024-0000000511,Department of Social Welfare and Development (DSWD),General Management and Supervision,2900.0,2024,13.0
GAA-2024-0000000512,Department of Social Welfare and Development (DSWD),General Management and Supervision,13556.0,2024,13.0
GAA-2024-0000000513,Department of Social Welfare and Development (DSWD),General Management and Supervision,1400.0,2024,13.0
GAA-2024-0000000514,Department of Social Welfare and Development (DSWD),General Management and Supervision,1643.0,2024,13.0
GAA-2024-0000000515,Department of Social Welfare and Development (DSWD),General Management and Supervision,8624.0,2024,13.0
GAA-2024-0000000516,Department of Social Welfare and Development (DSWD),General Management and Supervision,45.0,2024,13.0
GAA-2024-0000000517,Department of Social Welfare and Development (DSWD),General Management and Supervision,21550.0,2024,13.0
GAA-2024-0000000518,Department of Social Welfare and Development (DSWD),General Management and Supervision,39000.0,2024,13.0
GAA-2024-0000000519,Department of Social Welfare and Development (DSWD),General Management and Supervision,45000.0,2024,13.0
GAA-2024-0000000520,Department of Social Welfare and Development (DSWD),General Management and Supervision,20.0,2024,13.0
GAA-2024-0000000521,Department of Social Welfare and Development (DSWD),General Management and Supervision,5163.0,2024,13.0
GAA-2024-0000000522,Department of Social Welfare and Development (DSWD),General Management and Supervision,28611.0,2024,13.0
GAA-2024-0000000523,Department of Social Welfare and Development (DSWD),General Management and Supervision,100.0,2024,13.0
GAA-2024-0000000524,Department of Social Welfare and Development (DSWD),General Management and Supervision,2869.0,2024,13.0
GAA-2024-0000000525,Department of Social Welfare and Development (DSWD),General Management and Supervision,6400.0,2024,13.0
GAA-2024-0000000526,Department of Social Welfare and Development (DSWD),General Management and Supervision,500.0,2024,13.0
GAA-2024-0000000527,Department of Social Welfare and Development (DSWD),General Management and Supervision,333.0,2024,13.0
GAA-2024-0000000528,Department of Social Welfare and Development (DSWD),General Management and Supervision,334.0,2024,13.0
GAA-2024-0000000529,Department of Social Welfare and Development (DSWD),General Management and Supervision,29388.0,2024,13.0
GAA-2024-0000000530,Department of Social Welfare and Development (DSWD),General Management and Supervision,3000.0,2024,13.0
GAA-2024-0000000531,Department of Social Welfare and Development (DSWD),General Management and Supervision,4000.0,2024,13.0
GAA-2024-0000000532,Department of Social Welfare and Development (DSWD),General Management and Supervision,3003.0,2024,13.0
GAA-2024-0000000533,Department of Social Welfare and Development (DSWD),General Management and Supervision,895.0,2024,13.0
GAA-2024-0000000534,Department of Social Welfare and Development (DSWD),General Management and Supervision,20191.0,2024,13.0
GAA-2024-0000000535,Department of Social Welfare and Development (DSWD),General Management and Supervision,11390.0,2024,13.0
GAA-2024-0000000536,Department of Social Welfare and Development (DSWD),General Management and Supervision,1290.0,2024,13.0
GAA-2024-0000000537,Department of Social Welfare and Development (DSWD),General Management and Supervision,183380.0,2024,13.0
GAA-2024-0000000538,Department of Social Welfare and Development (DSWD),General Management and Supervision,10.0,2024,13.0
GAA-2024-0000000539,Department of Social Welfare and Development (DSWD),General Management and Supervision,17900.0,2024,13.0
GAA-2024-0000000540,Department of Social Welfare and Development (DSWD),General Management and Supervision,2000.0,2024,13.0
GAA-2024-0000000541,Department of Social Welfare and Development (DSWD),General Management and Supervision,14634.0,2024,13.0
GAA-2024-0000000542,Department of Social Welfare and Development (DSWD),General Management and Supervision,35634.0,2024,13.0
GAA-2024-0000000543,Department of Social Welfare and Development (DSWD),General Management and Supervision,824.0,2024,13.0
GAA-2024-0000000544,Department of Social Welfare and Development (DSWD),General Management and Supervision,1456000.0,2024,13.0
GAA-2024-0000000545,Department of Social Welfare and Development (DSWD),General Management and Supervision,570.0,2024,13.0
GAA-2024-0000000546,Department of Social Welfare and Development (DSWD),General Management and Supervision,8468.0,2024,13.0
GAA-2024-0000000547,Department of Social Welfare and Development (DSWD),General Management and Supervision,92167.0,2024,13.0
GAA-2024-0000000548,Department of Social Welfare and Development (DSWD),General Management and Supervision,99000.0,2024,13.0
GAA-2024-0000000549,Department of Social Welfare and Development (DSWD),General Management and Supervision,20000.0,2024,13.0
GAA-2024-0000000550,Department of Social Welfare and Development (DSWD),General Management and Supervision,26421.0,2024,13.0
GAA-2024-0000000551,Department of Social Welfare and Development (DSWD),General Management and Supervision,480.0,2024,13.0
GAA-2024-0000000552,Department of Social Welfare and Development (DSWD),Administration of Personnel Benefits,65512.0,2024,13.0
GAA-2024-0000000553,Unknown,Project(s),0.0,2024,
GAA-2024-0000000554,Unknown,Locally-Funded Project(s),0.0,2024,
GAA-2024-0000000555,Unknown,OP 8888/ICT PROJECTS,0.0,2024,
GAA-2024-0000000556,Unknown,Support to Operations,0.0,2024,
GAA-2024-0000000557,Unknown,Operations,0.0,2024,
GAA-2024-0000000558,Unknown,OO : Responsive support services to the Presidency,0.0,2024,
GAA-2024-0000000559,Unknown,PRESIDENTIAL OVERSIGHT PROGRAM,0.0,2024,
GAA-2024-0000000560,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",75982.0,2024,13.0
GAA-2024-0000000561,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",86944.0,2024,13.0
GAA-2024-0000000562,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",2040.0,2024,13.0
GAA-2024-0000000563,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",1656.0,2024,13.0
GAA-2024-0000000564,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",1656.0,2024,13.0
GAA-2024-0000000565,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",510.0,2024,13.0
GAA-2024-0000000566,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",6332.0,2024,13.0
GAA-2024-0000000567,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",425.0,2024,13.0
GAA-2024-0000000568,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",6332.0,2024,13.0
GAA-2024-0000000569,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",425.0,2024,13.0
GAA-2024-0000000570,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",102.0,2024,13.0
GAA-2024-0000000571,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",1422.0,2024,13.0
GAA-2024-0000000572,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",102.0,2024,13.0
GAA-2024-0000000573,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",190.0,2024,13.0
GAA-2024-0000000574,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",6093.0,2024,13.0
GAA-2024-0000000575,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",9874.0,2024,13.0
GAA-2024-0000000576,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",5632.0,2024,13.0
GAA-2024-0000000577,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",8202.0,2024,13.0
GAA-2024-0000000578,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",593.0,2024,13.0
GAA-2024-0000000579,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",1110.0,2024,13.0
GAA-2024-0000000580,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",112.0,2024,13.0
GAA-2024-0000000581,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",248.0,2024,13.0
GAA-2024-0000000582,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",2266.0,2024,13.0
GAA-2024-0000000583,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",1534.0,2024,13.0
GAA-2024-0000000584,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",2470.0,2024,13.0
GAA-2024-0000000585,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",347.0,2024,13.0
GAA-2024-0000000586,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",3766.0,2024,13.0
GAA-2024-0000000587,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",2032.0,2024,13.0
GAA-2024-0000000588,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",683.0,2024,13.0
GAA-2024-0000000589,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",972.0,2024,13.0
GAA-2024-0000000590,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",46773.0,2024,13.0
GAA-2024-0000000591,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",38805.0,2024,13.0
GAA-2024-0000000592,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",146.0,2024,13.0
GAA-2024-0000000593,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",40.0,2024,13.0
GAA-2024-0000000594,Department of Social Welfare and Development (DSWD),"Issuance of Presidential Directives, Special Powers and Authorities and Clearances",9118.0,2024,13.0
GAA-2024-0000000595,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,4800.0,2024,13.0
GAA-2024-0000000596,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,7940.0,2024,13.0
GAA-2024-0000000597,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,1900.0,2024,13.0
GAA-2024-0000000598,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,2057.0,2024,13.0
GAA-2024-0000000599,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,63.0,2024,13.0
GAA-2024-0000000600,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,271.0,2024,13.0
GAA-2024-0000000601,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,28.0,2024,13.0
GAA-2024-0000000602,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,1019.0,2024,13.0
GAA-2024-0000000603,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,132.0,2024,13.0
GAA-2024-0000000604,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,2396.0,2024,13.0
GAA-2024-0000000605,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,1000.0,2024,13.0
GAA-2024-0000000606,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,3790.0,2024,13.0
GAA-2024-0000000607,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,424.0,2024,13.0
GAA-2024-0000000608,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,37517.0,2024,13.0
GAA-2024-0000000609,Department of Social Welfare and Development (DSWD),Policy development and formulation on strategic Presidential interventions,27.0,2024,13.0
GAA-2024-0000000610,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,19730.0,2024,13.0
GAA-2024-0000000611,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,67610.0,2024,13.0
GAA-2024-0000000612,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,624.0,2024,13.0
GAA-2024-0000000613,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,510.0,2024,13.0
GAA-2024-0000000614,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,510.0,2024,13.0
GAA-2024-0000000615,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,156.0,2024,13.0
GAA-2024-0000000616,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,1644.0,2024,13.0
GAA-2024-0000000617,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,130.0,2024,13.0
GAA-2024-0000000618,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,1644.0,2024,13.0
GAA-2024-0000000619,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,130.0,2024,13.0
GAA-2024-0000000620,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,31.0,2024,13.0
GAA-2024-0000000621,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,379.0,2024,13.0
GAA-2024-0000000622,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,31.0,2024,13.0
GAA-2024-0000000623,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,49.0,2024,13.0
GAA-2024-0000000624,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,13133.0,2024,13.0
GAA-2024-0000000625,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,10711.0,2024,13.0
GAA-2024-0000000626,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,16560.0,2024,13.0
GAA-2024-0000000627,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,14036.0,2024,13.0
GAA-2024-0000000628,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,2249.0,2024,13.0
GAA-2024-0000000629,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,13.0,2024,13.0
GAA-2024-0000000630,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,99.0,2024,13.0
GAA-2024-0000000631,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,1081.0,2024,13.0
GAA-2024-0000000632,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,50.0,2024,13.0
GAA-2024-0000000633,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,3098.0,2024,13.0
GAA-2024-0000000634,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,45.0,2024,13.0
GAA-2024-0000000635,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,2858.0,2024,13.0
GAA-2024-0000000636,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,315.0,2024,13.0
GAA-2024-0000000637,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,3768.0,2024,13.0
GAA-2024-0000000638,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,60050.0,2024,13.0
GAA-2024-0000000639,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,2250000.0,2024,13.0
GAA-2024-0000000640,Department of Social Welfare and Development (DSWD),Oversight management on national security concerns,2250000.0,2024,13.0
